No;Tweet;Sentiment
1287;#Wakacje z dziećmi czy bez ?? Uwielbiam tę reklamę cypryjskiej organizacji turystycznej (Uśmiechnięta twarz w okularach przeciwsłonecznych) #cyprus #cypr #vacation;neutral 
1288;Trzy typy bałtyckich plażowiczów na… #baltyk #miedzywodzie #morskieopowiesci #nadbaltykiem #pl #plazowanie #wakacje;neutral 
1289;Deszczowe popołudnie? Słoneczne wspomnienia (Uśmiechnięta twarz w okularach przeciwsłonecznych) #wakacje #lato #słońce #pastwisko #krowy;happy
1290;Takie tam telefonem #Tatry z #Jaworzyna - #wakacje;neutral 
1291;"Płyniemy - ale czy na pewno wiemy gdzie ;-) #Gdynia #port #łódka #moc #wakacje #wolność #lato #bałtyk #trip #Poland #holiday";neutral 
1292;Komu #koktajl? Proszę:  Jaglany z mango, niebo w gębie a jakie zdrowe :) Smacznego! #przepisy #zdrowo #wakacje ;neutral 
1293;Jest #poniedziałek więc czas na nasz jesienny antydepresant! Zaplanuj wakacje i zaoszczędź;neutral 
1294;Czy #wyjazdy na #wakacje w przyszłym roku podrożeją?;neutral 
1295;Zimie mówię stanowcze NIE. #spieprzaj #zimo #witaj #sloneczko #ciepło #corfu #wakacje #ekipa #polishboys #partytime;upset
1296;Moje zdjecia z Porto i Lizbony. :) #podroze #goforworld @JaroslawKuzniar #wakacje ;neutral 
1297;Szaro, buro i ponuro za oknem? A #wakacje możesz sobie zafundować w każdej chwili w #Budapeszt: ;neutral 
1298;"Wakacje czekają ... i rabaty do 33 % też ;-) #koszalin #wakacje #zkoszalina #wycieczki #wczasyautokarem #promocja";neutral 
1299;#marocco #wakacje w nocy wszystko to było zalane ;depressed
1300;Najciekawsze miejsca na Zakynthos - 2016. #Travel #Travellovers #Zante #Zakynthos #Ilovetravel #bonvoyage #wakacje ne;neutral 
1301;#Kirgistan. #Relacje z #podróze. Zapraszamy na nasz #photoblog  #konie #kyrgyzstan #kirgistan #travel #wakacje ;neutral 
1302;Gdzie byście się wybrali gdybyście dostali teraz taką ekstra możliwość? :D #wakacje;neutral 
1303;#Skandal #Szok #Europa #UE #PolExit Stan wojenny w Szwecji? Gangi przejęły miasto!;upset
1304;To właśnie warszawska #Praga ma 4. miejsce w rankingu najlepszych dzielnic #Europa @businessinsider #samizobaczcie;happy
1305;Na naszej stronie internetowej można już znaleźć relację z poniedziałkowej debatyo #Europa.;neutral 
1306;#europa #UE #skandal „Polski obóz zagłady” we włoskiej telewizji;depressed
1307;#UniaEnergetyczna - czego potrzebuje #Polska i #Europa. Konferencja @Boell_PL i @EUinPL Prowadzi redaktor naczelny portalu BA @wjakobik;neutral 
1308;#Niemcy #Polska #Europa #polexit Kandydat na kanclerza Niemiec grozi Polsce. Dostał gromkie brawa;depressed
1309;#Skandal #Europa #UE #polexit Włosi mówią: DOŚĆ! Zaczęli masowe deportacje imigrantów;depressed
1310;Przypominamy o kolejnej Debacie Społecznej, organizowanej wspólnie z @Civitas1997. Tym razem tematem będzie #Europa;neutral 
1311;X Forum #Europa-#Ukraina. Podsumowanie;neutral 
1312;#Rosja prowadzi wojnę hybrydową z #Europa i #USA;upset
1313;Trąd wrócił do #Europa;upset
1314;Ekspert o ALARMUJĄCEJ sytuacji za naszą wschodnią granicą: Ukrainie będzie potrzebna DENAZYFIKACJA;upset
1315;Polska może zagrozić dostawom #gaz'u do #Europa;depressed
1316;Prezes #Jastrzębski: #LOTOS ma najnowocześniejszą rafinerię w #Europa. To pokazuje stopień zaawansowania w # innowacje;discouraged
1317;Min. #Waszczykowski:Staraliśmy się wyjść szerzej - poza kontakty z #Europa, otwierając się na Chiny i Rep. Korei Południowej #RokNowychZadań;neutral 
1318;#Aborcja - świat, Europa, Polska;depressed
1319;USArmy wysyła śmigłowce #Apache do Europy. 'Wsparcie wschodniej flanki';upset
1320;#Europa #Skandal #UE Wielka Brytania: Muzułmanie trzymali Polaków jako niewolników. „To był akt łaski i dobrej woli”;upset
1321;Przemysłowy #indeks #PMI dla #Eurozone wg wstępnych danych na poziomie 55,1 pkt. W #Europa kontynuacja poprawy sytuacji gospodarczej;happy
1322;#Mahda: wojna hybrydowa na #Ukraina to ważna lekcja dla #Europa;upset
1323;Będziemy mieli najdroższą autostradę w #Europa . Obecnie przejazd z Wawy do granicy niemieckiej to chyba blisko 80 PLN... ;depressed
1324;Skrajna prawica zwiera szyki #Europa;depressed
1325;Europejskie regiony wesprą zbrojeniówkę  #Europa;upset
1326;Przez mrozy #Gazprom bije kolejne rekordy dostaw do #Europa;depressed
1327;3 mln kupionych aut. Niemcy oszaleli na punkcie nowych samochodów;happy
1328;Zgłoś kradzież lub napaść – powstaje mapa niebezpiecznych miejsc w #Europa;neutral 
1329;Młody Rosjanin porównuje #Polska i #Rosja. Daje do myślenia.;neutral 
1330;#Bezpeczeństwo #Europa #UE Skończył się stary świat XX wieku – czy #Niemcy sięgną po broń jądrową?;upset
1331;Wójcik: #Europa jest nadal najważniejsza dla #Gazprom'u;calm
1332;Wejście #Trump! Konsternacja #Europa. Dlaczego amerykański wybór tak bardzo nas porusza?;indeterminate
1333;Niezwykła mapa filmowych podróży po d#USA i #EUROPA #film #podróże #goforworld;neutral 
1334;O czarnych łabędziach i prezydenturze Trumpa. by @michalkuz #chiny #usa #polska #europa #rosja #ue ;indeterminate
1335;Świeże spojrzenie na Trumpa i analiza scenariuszy globalnych na najbliższe lata. #chiny #usa #polska #EUROPA ;indeterminate
1336;#Szczudlik: Polityka #Trump'a wobec #Chiny może mieć konsekwencje dla #Europa;depressed
1337;#Turczynow: bezpieczeństwo #Europa zależy od potencjału obronnego #Ukraina;depressed
1338;Oglądałem wczoraj relację w #TVN24 i #TVPInfo. Będzie ciekawie... #polityka #StanyZjednoczone #Europa #Azja #handel #przemysł #globalizacja;indeterminate
1339;Ponad 200 osób zatonęło w drodze do #Europa;depressed
1340;Klub #Obywatelski. Czy #Europa powinna obawiać się #Trumpa?;indeterminate
1341;Recepta na ostateczne osłabienie #Europa - rozmowa z Konradem Szymańskim;depressed
1342;#Europa też będzie miała swoją trupią farmę! Powstanie w Amsterdamie. ;depressed
1343;Waszczykowski: #Europa potrzebuje #USA! Rosjo, znaj swoje miejsce!;upset
1344;#Polska #Polityka #Europa #UE #Niemcy krytykują #USA za wysłanie wojska do Polski;upset
1345;"#Europa #dla #Obywateli Czy słyszałeś o programie ""Europa dla Obywateli""? Zapraszamy do zapoznania się z info";neutral 
1346;#GermanDeathCamps geolokalizacja aktywności TT #świat #Europa ost 39H;neutral 
1347;#Europa jest ciągle w stanie zagrożenia terrorystycznego. #IS planuje więcej zamachów przy użyciu samotnych wilków.;upset
1348;#Rosja kontra #Europa .Kilka trafnych słów;indeterminate
1349;#Biden wzywa do sprzeciwu wobec rosyjskich wpływów w Europie;depressed
1350;To jest coś, co nas powinno łączyć #PE #PSL #Europa;calm
1351;Panie @LBalcerowicz sto lat! #Polska dogania #Europa dzięki Panu! ;indeterminate
1352;Weź udział w konsultacjach społecznych i oceń osiągnięcia #Europa dla obywateli. Do 10 kwietnia wypełnij #ankieta.;neutral 
1353;#Europa #uchodźcy Prestiżowa agencja fotograficzna wydała przewodnik po Europie dla tzw.uchodźców;neutral 
1354;Gorący rok wyborczy w #europa. 23 kwietnia wybory w #francja, 14 września wybory w #Niemcy;neutral 
1355;#Europa według Berlina i Warszawy. Polska nie jest silniejsza od Niemiec, ale i sam Berlin może mieć poważne kłopoty http://;depressed
1356;Polityka #Trump'a wobec #Chiny może mieć konsekwencje dla #Europa;depressed
1357;Przemawiała #TheresaMay o przyszłych stosunkach #gospodarka między #EU #Europa a #Brytania #Anglia po #Brexit.;neutral 
1358;Coraz więcej #ropa z #Iran'u w #Europa. Skorzystają @GrupaLOTOS i @PKN_ORLEN;calm
1359;#Uchodźcy stoją na mrozie po miskę zupy, a #Europa marnuje 88 mln ton #żywności #rocznie;depressed
1360;"Wicemin. Konrad #Szymański w programie ""Gość Wiadomości"" @TVP_Info: obu stronom - @GermanyDiplo i nam zależy, aby #Europa wyszła z kryzysu.";calm
1361;#Państwo islamskie i państwo chrześcijańskie http://stacja7.pl/rozmowy/panstwo-chrzescijanskie-i-panstwo-islamskie/ … #Polska #Kościół #Europa #UE #religia #wolność;indeterminate
1362;Genialny trójwymiarowy model terenu Polski i Europy. #Ziemia #Polska #Europa ;neutral 
1363;Wyzwania dla polityki międzynarodowej 2017 #Putin #Rosja #Unia #USA #geopolityka #Azja #Europa #Syria;neutral 
1364;.@beatamk: #Europa stoi przed nowymi wyzwaniami #wieszwiecej #GośćWiadomości;neutral 
1365;Znamienne że dziś w Paryżu, Berlinie czy Brukseli koleś w takim przebraniu zostałby z automatu uznany za terrorystę i zastrzelony #europa ;depressed
1366;@RadekM1982 z @Najwazniejsze o marzeniu któremu na imię #Europa @OS_Fundacja ;neutral 
1367;Pierwsza kompania lotnicza #Europa: szantaż, wątpliwe subsydia i raje podatkowe;depressed
1368;Niemiecki wywiad: #Rosja chce osłabić więzi #USA i #Europa Zachodnia;depressed
1369;Największy błąd polityczny #Merkel.Najgłupsza decyzja #XXI wieku. Najgorsza droga dla #Europa #Niemcy #EU .Czas na #StopIslam !;discouraged
1370;"Jak #Europa broni się przed ekstremistami islamskimi? O tym rozmawialiśmy w ""#KlubTrójki #terroryzm";depressed
1371;15.01. - Światowy Dzień Migranta i Uchodźcy: #Europa #UE #Polska #Emigracja #Chrystusowcy;neutral 
1372;#USA przemianowują swój program dyslokacji wojsk w Europie http://sptnkne.ws/dnF9  #Sputnik #Rosja #Europa ;neutral 
1373;Swoją drogą to jakaś ironia losu, że cała #europa jest pod śniegiem a u nas lampa… Jak żyć? #snowboard #wlochy;neutral 
1374;Europejski #eksport drobiu niemile widziany w #RPA;depressed
1375;"„Stany Zjednoczone zakładają w #Europa nową prochownię""";depressed
1376;W Europie z wychłodzenia zmarło już 38 osób https://www.mypolacy.de/niemcy,0/newsy/w-europie-z-wychlodzenia-zmarlo-juz-38-osob-zima-zbiera-zniwa … #Zima #Winter #Europa #Pogoda #Mróz;depressed
1377;O wpływie polityki na pracę służb, terroryzmie i szeroko rozumianym bezpieczeństwie: http://www.nowastrategia.org.pl/casus-ostatnich-zamachow-jak-walczyc-z-nowa-fala-terroryzmu-wywiad/ … #terroryzm #Polska #Europa;depressed
1378;#Europa #Kryzys: W 2016 r. do #UE przybyło ponad pół miliona nielegalnych migrantów.;depressed
1379;#Śląsk: zatrzymano członków #gang.u przemycającego nielegalnych #imigranci do #Europa;depressed
1380;Mieszkańcy krajów zachodnich obawiają się III wojny światowej http://sptnkne.ws/dkJH  #Sputnik #Rosja #Europa #UE;depressed
1381;#BA24 | #Ukraina ma pieniądze na #gaz. Musi wybrać między #Rosja a #Europa;depressed
1382;"""łatwość, z jaką #Europa odcina się od swoich korzeni chrześcijańskich, budzi najwyższą troskę""";depressed
1383;#ZIMA: Mróz i śnieg w #Europa. We Włoszech zamarzło 7 osób, w tym 2 Polaków. Zima też w Turcji. W #Stambuł odwołano ponad 650 lotów.;depressed
1384;Setki nieletnich chcą zmieniać płeć w #Dania http://kontrrewolucja.net/rodzina/dania-prawie-150-nieletnich-chce-zmienic-plec … #gender #homolobby #Zachód #Europa #UE #LGBT;depressed
1385;Nawiększy zachowany kompleks forteczny w tej części #Europa jest w @torunpl teraz czekamy na muzeum. http://;calm
1386;W drodze do Europy zginęło ponad 5 tys. migrantów http://sptnkne.ws/djX4  #Sputnik #Rosja #Europa ;depressed
1387;Wschodnia flanka #NATO: Pierwszy transport wojsk amerykańskich już w #Europa;indeterminate
1388;Podpalono kościół w sylwestra http://kontrrewolucja.net/religia/kosciol-przesladowany/niemcy-podpalono-kosciol-sylwestra … #Kościół #Niemcy #Zachód #Europa #wiara #Bóg #NowyRok #Sylwester;depressed
1389;Czu Unia Europejska przetrwa obecny kryzys, czy ulegnie rozpadowi? #Europa;neutral 
1390;ALARM w służbach! Do Europy dostał się 400-osobowy oddział ISIS z generałem na czele http://dziennik-polityczny.com/index.php/spoleczenstwo/6130-alarm-w-sluzbach-do-europy-dostal-sie-400-osobowy-oddzial-isis-z-generalem-na-czele …;upset
1391;Szwajcaria najdroższym krajem Europy #szwajcaria #najdroższy #kraj #ceny #zakupy #europa;indeterminate
1392;.@_PKEE_: Rośnie zależność #Europa od #gaz'u z #Rosja;depressed
1393;Jedno z tych miejsc, które w #Europa trudno pominąć @CentrePompidou w cyklu #gofordream;neutral 
1394;Koleje losu...imigrantka z #Europa przejmuje pracę M.#Obama :);happy
1395;#Polska : Największy Orszak Trzech Króli przejdzie ulicami #Warszawa https://ekai.pl/diecezje/x106518/najwiekszy-orszak-trzech-kroli-przejdzie-ulicami-warszawy/ … #News #Pologne #Europa ;neutral 
1396;Cieszymy się, że jesteśmy jednym z partnerów debaty zorganizowanej przez @EUMIGRO o #Europa #migracje #kryzys Już 11 stycznia br. @SGHWarsaw;happy
1397;W połowie 2017r. w W-wie odbędzie się szczyt #Trójmorze,warto zaprosić komisarzy #UE, aby pokazać, że projekt jest za a nie przeciw #Europa ;indeterminate
1398;Na jakie zmiany musimy się nastawić w europejskim #transport? http://bit.ly/2hq6Dt0  #news #cargo #Europa #2017;neutral 
1399;Misje dzisiaj? ks #Fecko, misjonarz: #Europa musi się nawracać ;indeterminate
1400;#Terroryzm zmieni europejską politykę w 2017 roku? Niebezpieczne szanse #Rosja i #Daesh @Defence24pl @JRaubo #Europa ;depressed
1401;Zła i dobra wiadomość: W 2016 wzrosło uzależnienie #Europa.y od #rosja.kiego gazu... ale cena gazu spadła a wraz z nią przychody. #Gazprom;indeterminate
1402;Amerykańskie F-35 wylądują w Europie w przyszłym roku;neutral 
1403;#Grzegorczyk: @TauronPE z pierwszą w #Europa emisją obligacji hybrydowych w ramach #PlanJunckera;happy
1404;Fenomen #Taizé dotyka młodych z całej Europy;depressed
1405;"""W wielu domach jest choinka i prezenty, ale nie ma Boga."" http://m.fronda.pl/a/ks-tomasz-kancelarczyk-dla-frondy-w-wielu-domach-jest-choinka-i-prezenty-ale-nie-ma-boga,84463.html?utm_source=dlvr.it&utm_medium=Twitter … #Polska #Kościół #Francja #Europa";depressed
1406;#Europa coraz bardziej uzależniona od rosyjskiego gazu #Rosja;depressed
1407;#Europa wciąż potrzebuje Ameryki - przeczytaj nasz ekskluzywny wywiad z @MSZ_RP Witoldem Waszczykowskim!;indeterminate
1408;#Polityka #UE #Europa Kpina ze sprawiedliwości! Morderca #Breivik żyje jak pączek w maśle;upset
1409;Media dowiedziały się o nowych możliwych dostawach samolotów bojowych z #USA do #Europa ;upset
1410;Pomysłodawca liczył na 10 tys. funtów. Zebrano już ponad 100 tys. funtów. http://gosc.pl/doc/3615247.Wielka-hojnosc-dla-rodziny-zamordowanego-kierowcy … #Polska #Europa #Francja #Polen #Poland;happy
1411;Co najmniej 5 tysięcy imigrantów zginęło w tym roku, próbując przeprawić się do #Europa;depressed
1412;Oddychamy najbrudniejszym #powietrze.m w #Europa. Sześć palących pytań i odpowiedzi. #forumfree #chcemyoddychac;depressed
1413;#Skandal #Europa #imigranci #polacy Władze Szwecji zatrwożone: przybywa ZA MAŁO imigrantów!;depressed
1414;"#Europa walczy z terroryzmem. ""Jesteśmy jak #USA 15 lat temu"". Rozmowa z K.Kokoszczyńskim @EurActivPoland #Niemcy";depressed
1415;#Papież Franciszek spotkał się z pracownikami Kurii Rzymskiej;neutral 
1416;Cała #Europa szuka podejrzanego o dokonanie zamachu w Berlinie #EuranetPlus #Berlin #zamach;indeterminate
1417;Udaremniono zamach na jarmarku w #Salzburg http://panstwochrzescijanskie.pl/austrii-tez-planowano-atak-jarmark/ … #Austria #islamizacja #islam #Terroryzm #UE #Europa;neutral 
1418;Czy islamistom na święta odbija? Tyle incydentów w ciągu jednego dnia w Europie nie zdarza się często... #Europa #islam #ISIS #Terroryzm;depressed
1419;Jak powinna zachować się #Europa w obliczu zmieniającej się rzeczywistości? Wywiad z dr Bonikowską z think-tanku CSM;neutral 
1420;Jak widać #Europa odnosi z wielokulturowości same korzyści kretynie @eucopresident Jeszcze poczujesz je na własnej skórze. Od Polski WON ;upset
1421;Tusk: Dziś #Europa zagrożona jest dezintegracją, a to oznacza kłopoty dla Polski i naszego regionu.;depressed
1422;Zorientował się #PDT , że mu się #Europa sypie i dezintegruje :) #Geniusz;neutral 
1423;Obudziła się #USA,że traci w #Europa .#Polska jest tym kluczem do sukcesu ,lub porażki w Europie. ;indeterminate
1424;#Polityka #Europa #EU Przedbiegi Sorosa czyli rozgrzewka przed Majdanem;neutral 
1425;Kiedy #niemcy i #europa się obudzą i zauważą problem... Miejmy nadzieje że to był ostatni #zamach w tym roku... #zamachberlin;depressed
1426;prof. Rzepliński: Ukarać, straszyć, szantażować sędziów – czy zachodnia #Europa tego nie widzi, czy nie jest tym obrzydzona?;depressed
1427;#Woźniak: Ugoda Brukseli z #Gazprom'em zagraża dostawom #gaz'u do #Polska i #Europa;depressed
1428;#Polska #Polityka #Europa #EkipaPiS Polsko, dokąd zmierzasz? Walki interesów i wpływów zagranicznych;depressed
1429;#UE #Europa #Polska Polak na liście NAJNIEBEZPIECZNIEJSZYCH w Europie. Mamy dane i zdjęcie. Znasz go?;depressed
1430;#Trump nie wycofa poparcia #USA dla dostaw kaspijskiego #gaz'u do #Europa;depressed
1431;#Historia lotniczych połączeń z #Australia do #Europa. Ciekawe. Naszemu @LOTPLL zdarzały się w przeszłości czartery do #Sydney.;neutral 
1432;Nie mogę kurwa uwierzyć że to wszystko dzieje się w XXI wieku w środku #Europa;upset
1433;"""Wyrzeczenie się przemocy: styl polityki na rzecz pokoju”. #Papież https://ekai.pl/wydarzenia/watykan/x106009/nowy-styl-zycia-wg-papieza-bez-przemocy/ … #Polska #polityka #Europa ";neutral 
1434;#imigranci #Szok #Europa #UE U bram Europy czeka ĆWIERĆ MILIARDA;depressed
1435;Uruchomienie systemu nawigacji satelitarnej @GalileoGNSS Krok milowy dla #Europa;happy
1436;Prezes Jastrzębski: Po zakończeniu #ProjektEFRA #LOTOS będzie najnowocześniejszą #rafineria w #Europa.;happy
1437;Ekspert ds. wojskowości: po wyzwoleniu #Aleppo i #Idlib terroryści wyruszą do #Europa;depressed
1438;#UE ma nową, futurystyczną siedzibę za ponad 320 mln euro. Siedziba nazywa się #Europa i znajduje się w Brukseli. ;neutral 
1439;#PorozumienieNaftowe może zostać na papierze i zaszkodzić Arabii w #Europa ;depressed
1440;Wspólne ważne sprawy na pewno są, tylko indeterminate czy #Europa aż tak się przejmie aferami na rynku nieruchomości w pol.samorządach?! ;discouraged
1441;Nastolatek który przemierza Europę autostopem! #PODRÓŻ #autostop #nowyPost #blog #Europa #RT;neutral 
1442;#Dania: Trzy czwarte nieletnich uchodźców poddanych badaniu wieku to dorośli http://www.rp.pl/Uchodzcy/161208997-Dania-Trzy-czwarte-nieletnich-uchodzcow-poddanych-badaniu-wieku-to-dorosli.html … #Europa #Polska;depressed
1443;#MI6 potwierdza możliwość ataków terrorystycznych prze #ISIS na terenie #Europa;upset
1444;#Sensacja #Polska #Polityka #Europa #UE Los Europy w rękach Kaczyńskiego. SENSACYJNY werdykt prestiżowego portalu;upset
1445;Teraz, kiedy #Brexit staje się faktem, j #Europa musi dzialac skuteczniej. ;depressed
